codigo_dane,pai_et_municipios,establecimientos_educativos,promedio,comparacion_psyc,desviacion,comparacion_dsyc,desempeno_1,desempeno_2,desempeno_3,desempeno_4,aprendizaje_1,aprendizaje_2,aprendizaje_3,aprendizaje_4,aprendizaje_5,aprendizaje_6,Competencia
15203600001,ANCUYÁ,INSTITUCION EDUCATIVA CARLOS ALBORNOZ ROSAS,44,Similar,10,Similar,45%,38%,18%,0%,48%,64%,68%,58%,57%,65%,Sociales y Ciudadanas
152036000036,ANCUYÁ,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,41,Similar,9,Similar,63%,25%,13%,0%,47%,74%,68%,44%,62%,62%,Sociales y Ciudadanas
252036000081,ANCUYÁ,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LAS LAJAS,49,Similar,9,Similar,25%,42%,33%,0%,41%,61%,70%,50%,55%,67%,Sociales y Ciudadanas
252051000578,ARBOLEDA,INSTITUCION  EDUCATIVA ROSAFLORIDA,47,Similar,11,Similar,29%,52%,16%,3%,42%,62%,62%,57%,37%,59%,Sociales y Ciudadanas
252051000691,ARBOLEDA,INSTITUCION EDUCATIVA ECOLOGICA LA COCHA,47,Similar,11,Similar,27%,53%,20%,0%,46%,61%,58%,43%,59%,54%,Sociales y Ciudadanas
152051000387,ARBOLEDA,INSTITUCION EDUCATIVA DE DESARROLLO RURAL DE BERRUECOS,48,Similar,12,Similar,33%,33%,33%,0%,41%,60%,53%,56%,57%,83%,Sociales y Ciudadanas
252079000883,BARBACOAS,INSTITUCION EDUCATIVA EL DIVISO,37,Mayor,8,Mayor,74%,24%,3%,0%,56%,74%,77%,67%,59%,77%,Sociales y Ciudadanas
152079000021,BARBACOAS,INSTITUCION EDUCATIVA LUIS IRIZAR SALAZAR,40,Mayor,8,Mayor,60%,32%,8%,0%,55%,78%,69%,60%,67%,66%,Sociales y Ciudadanas
252079000433,BARBACOAS,INSTITUCION EDUCATIVA SANTA TERESITA DE ALTAQUER,38,Mayor,9,Similar,67%,26%,7%,0%,56%,67%,73%,N.D.,N.D.,70%,Sociales y Ciudadanas
252079002045,BARBACOAS,INSTITUCION EDUCATIVA TECNOLOGICA AGROAMBIENTAL INDIGENA AWA,35,Mayor,6,Mayor,78%,22%,0%,0%,69%,74%,72%,100%,67%,75%,Sociales y Ciudadanas
152079000374,BARBACOAS,INSTITUCION EDUCATIVA NORMAL SUPERIOR LA INMACULADA,39,Mayor,7,Mayor,60%,38%,2%,0%,59%,72%,69%,72%,68%,60%,Sociales y Ciudadanas
252079001456,BARBACOAS,INSTITUCION EDUCATIVA BUENAVISTA,36,Mayor,8,Mayor,86%,10%,5%,0%,55%,64%,79%,82%,71%,81%,Sociales y Ciudadanas
25207900062,BARBACOAS,INSTITUCION EDUCATIVA LA HUMILDAD,37,Mayor,2,Mayor,100%,0%,0%,0%,54%,82%,78%,67%,87%,100%,Sociales y Ciudadanas
152083000613,BELÉN,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE BELEN,50,Similar,10,Similar,15%,54%,29%,2%,37%,56%,57%,32%,60%,56%,Sociales y Ciudadanas
252083000201,BELÉN,INSTITUCION EDUCATIVA AGROPECUARIA LA ESPERANZA,42,Similar,9,Similar,50%,40%,10%,0%,53%,70%,66%,80%,56%,56%,Sociales y Ciudadanas
252083000154,BELÉN,INSTITUCION EDUCATIVA AGROAMBIENTAL SANTA ROSA,50,Similar,7,Mayor,7%,86%,7%,0%,30%,48%,51%,33%,58%,42%,Sociales y Ciudadanas
252110000285,BUESACO,INSTITUCION EDUCATIVA SAN ANTONIO DE PADUA,51,Similar,10,Similar,22%,44%,33%,0%,33%,49%,50%,100%,43%,55%,Sociales y Ciudadanas
252110000633,BUESACO,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,49,Similar,12,Similar,41%,18%,41%,0%,46%,54%,57%,57%,63%,76%,Sociales y Ciudadanas
252110000081,BUESACO,INSTITUCION EDUCATIVA SAN IGNACIO,56,Menor,12,Similar,0%,67%,33%,0%,40%,29%,50%,0%,50%,50%,Sociales y Ciudadanas
152110000019,BUESACO,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,53,Similar,10,Similar,13%,43%,41%,3%,33%,53%,51%,57%,51%,49%,Sociales y Ciudadanas
452110000861,BUESACO,INSTITUCION EDUCATIVA JUBANGUANA,45,Similar,11,Similar,33%,50%,17%,0%,33%,61%,64%,54%,61%,55%,Sociales y Ciudadanas
252110000838,BUESACO,INSTITUCION EDUCATIVA VILLAMORENO,49,Similar,11,Similar,31%,35%,35%,0%,35%,51%,56%,60%,54%,33%,Sociales y Ciudadanas
252110000773,BUESACO,INSTITUCION EDUCATIVA SANTA MARIA,54,Similar,12,Similar,17%,25%,58%,0%,31%,44%,45%,75%,29%,73%,Sociales y Ciudadanas
25211000003,BUESACO,INSTITUCION EDUCATIVA AGROPECUARIA VERACRUZ,45,Similar,8,Mayor,20%,73%,7%,0%,44%,63%,76%,44%,67%,63%,Sociales y Ciudadanas
252203000374,COLÓN,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,48,Similar,10,Similar,24%,53%,24%,0%,40%,64%,60%,60%,53%,67%,Sociales y Ciudadanas
352203000018,COLÓN,INSTITUCION EDUCATIVA LEOPOLDO LOPEZ ALVAREZ,56,Menor,13,Similar,11%,33%,41%,15%,32%,41%,50%,45%,35%,54%,Sociales y Ciudadanas
1522030004,COLÓN,INSTITUCION EDUCATIVA DIVINO NI¿O GENOVA,47,Similar,11,Similar,19%,69%,6%,6%,44%,57%,68%,100%,46%,47%,Sociales y Ciudadanas
252203000307,COLÓN,INSTITUCION EDUCATIVA AGROPECUARIA SAN CARLOS,41,Similar,8,Mayor,53%,41%,6%,0%,65%,71%,70%,50%,63%,83%,Sociales y Ciudadanas
352207000021,CONSACÁ,INSTITUCION EDUCATIVA LOS LIBERTADORES,51,Similar,11,Similar,17%,43%,37%,2%,37%,55%,54%,58%,49%,47%,Sociales y Ciudadanas
252207000344,CONSACÁ,INSTITUCION EDUCATIVA AGROPECUARIA BOMBONA,44,Similar,9,Similar,33%,58%,8%,0%,47%,69%,63%,100%,66%,67%,Sociales y Ciudadanas
252207000018,CONSACÁ,INSTITUCION EDUCATIVA DE DESARROLLO RURAL,47,Similar,9,Similar,22%,56%,22%,0%,31%,71%,72%,50%,52%,50%,Sociales y Ciudadanas
152210000261,CONTADERO,INSTITUCION EDUCATIVA COLEGIO DEPTAL SAN CARLOS,51,Similar,12,Similar,22%,39%,36%,3%,39%,54%,56%,64%,47%,59%,Sociales y Ciudadanas
252210000096,CONTADERO,INSTITUCION EDUCATIVA LAS DELICIAS,59,Menor,13,Similar,17%,17%,50%,17%,14%,29%,47%,50%,56%,50%,Sociales y Ciudadanas
152215000138,CÓRDOBA,INSTITUCION EDUCATIVA SAN BARTOLOME,48,Similar,10,Similar,25%,56%,18%,2%,41%,58%,64%,64%,65%,62%,Sociales y Ciudadanas
452215000492,CÓRDOBA,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA DEL RESGUARDO DE MALES.,42,Similar,14,Similar,67%,17%,8%,8%,55%,64%,71%,83%,59%,77%,Sociales y Ciudadanas
252215000451,CÓRDOBA,INSTITUCION EDUCATIVA LOS ARRAYANES,46,Similar,8,Mayor,26%,63%,11%,0%,45%,65%,69%,75%,49%,69%,Sociales y Ciudadanas
252215000035,CÓRDOBA,INSTITUCION EDUCATIVA TECNICA AGROECOLOGICA DEL RESGUARDO DE MALES,46,Similar,10,Similar,18%,65%,18%,0%,37%,60%,65%,64%,54%,53%,Sociales y Ciudadanas
452215000441,CÓRDOBA,INSTITUCION EDUCATIVA NUESTRA SRA. DE FATIMA,43,Similar,10,Similar,50%,40%,10%,0%,33%,67%,75%,50%,50%,60%,Sociales y Ciudadanas
252215000469,CÓRDOBA,INSTITUCION EDUCATIVA SANTANDER,45,Similar,9,Similar,29%,59%,12%,0%,56%,69%,63%,50%,58%,78%,Sociales y Ciudadanas
152224000019,CUASPÚD,INSTITUCION EDUCATIVA CAMILO TORRES,49,Similar,11,Similar,32%,40%,28%,0%,45%,52%,58%,48%,44%,64%,Sociales y Ciudadanas
252224000145,CUASPÚD,INSTITUCION EDUCATIVA AGROPECUARIA INDÍGENA SEBASTIAN GARCIA CARLOSAMA,37,Mayor,8,Mayor,57%,43%,0%,0%,68%,59%,74%,50%,47%,88%,Sociales y Ciudadanas
252227000308,CUMBAL,I.E. INDÍGENA AGROAMBIENTAL MAYKER,44,Similar,9,Similar,36%,55%,9%,0%,44%,58%,69%,86%,48%,67%,Sociales y Ciudadanas
25222700088,CUMBAL,INSTITUCION EDUCATIVA AGROPECUARIA INDIGENA DE PANAN,43,Similar,7,Mayor,42%,58%,0%,0%,51%,71%,66%,80%,59%,74%,Sociales y Ciudadanas
252227000057,CUMBAL,INSTITUCION EDUCATIVA AGROECOLOGICA SAGRADO CORAZON DE JESUS,49,Similar,9,Similar,29%,50%,21%,0%,30%,47%,59%,70%,42%,54%,Sociales y Ciudadanas
252227000189,CUMBAL,INSTITUCION EDUCATIVA INMACULADA CONCEPCION DE TALLAMBI,39,Mayor,7,Mayor,80%,20%,0%,0%,57%,61%,66%,100%,64%,44%,Sociales y Ciudadanas
152227000028,CUMBAL,INSTITUCION EDUCATIVA DIVINO NIÑO JESUS,49,Similar,11,Similar,25%,46%,27%,2%,37%,53%,55%,58%,46%,57%,Sociales y Ciudadanas
252227000863,CUMBAL,INSTITUCION EDUCATIVA YO REINARE,50,Similar,10,Similar,22%,44%,33%,0%,34%,48%,57%,55%,55%,53%,Sociales y Ciudadanas
252227000936,CUMBAL,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA CUMBE,46,Similar,10,Similar,33%,44%,22%,0%,36%,73%,58%,71%,58%,67%,Sociales y Ciudadanas
252227000791,CUMBAL,INSTITUCION EDUCATIVA NUESTRO SE¿OR DEL RIO DE CHILES,44,Similar,10,Similar,40%,47%,13%,0%,42%,61%,67%,76%,63%,74%,Sociales y Ciudadanas
152227000222,CUMBAL,INSTITUCION EDUCATIVA JOSE ANTONIO LLORENTE,49,Similar,10,Similar,20%,49%,29%,1%,35%,59%,58%,55%,55%,55%,Sociales y Ciudadanas
252227000162,CUMBAL,INSTITUCION EDUCATIVA ANDES DE CUICAL,49,Similar,9,Similar,19%,59%,22%,0%,33%,57%,59%,50%,58%,52%,Sociales y Ciudadanas
252227000138,CUMBAL,INSTITUCION EDUCATIVA SAN JUAN DE MAYASQUER,42,Similar,13,Similar,56%,33%,11%,0%,63%,63%,63%,83%,50%,73%,Sociales y Ciudadanas
152233000013,CUMBITARA,INSTITUCION EDUCATIVA SAN PEDRO,49,Similar,11,Similar,23%,46%,29%,3%,33%,54%,60%,60%,52%,54%,Sociales y Ciudadanas
252233000425,CUMBITARA,INSTITUCION EDUCATIVA AGROPECUARIO SANTA ROSA,46,Similar,10,Similar,35%,47%,18%,0%,46%,78%,60%,50%,51%,50%,Sociales y Ciudadanas
252233000212,CUMBITARA,INSTITUCIÓN EDUCATIVA PIZANDA,47,Similar,14,Similar,40%,30%,30%,0%,37%,53%,60%,67%,39%,89%,Sociales y Ciudadanas
252233000085,CUMBITARA,INSTITUCIÓN EDUCATIVA SIDON,42,Similar,6,Mayor,40%,60%,0%,0%,48%,81%,68%,50%,79%,75%,Sociales y Ciudadanas
25200100274,CHACHAGÜÍ,INSTITUCION EDUCATIVA CHACHAGUI,45,Similar,9,Similar,29%,61%,8%,1%,42%,62%,65%,67%,59%,54%,Sociales y Ciudadanas
252240000015,CHACHAGÜÍ,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LAS LAJAS,45,Similar,8,Mayor,31%,56%,13%,0%,46%,65%,62%,65%,61%,58%,Sociales y Ciudadanas
452001004423,CHACHAGÜÍ,INSTITUCION EDUCATIVA SAGRADOS CORAZONES DE JESUS Y MARIA,55,Similar,14,Similar,18%,29%,41%,12%,36%,49%,46%,57%,45%,57%,Sociales y Ciudadanas
152250000566,EL CHARCO,INSTITUCION EDUCATIVA TECNICA COMERCIAL SAN JUAN BAUTISTA,37,Mayor,6,Mayor,79%,21%,0%,0%,63%,79%,70%,80%,84%,63%,Sociales y Ciudadanas
152250000558,EL CHARCO,INSTITUCION EDUCATIVA RIO TAPAJE,42,Similar,11,Similar,52%,35%,12%,2%,55%,66%,63%,68%,57%,63%,Sociales y Ciudadanas
352250000514,EL CHARCO,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL CARMEN,39,Mayor,6,Mayor,57%,43%,0%,0%,59%,74%,74%,71%,70%,48%,Sociales y Ciudadanas
252250000072,EL CHARCO,INSTITUCION EDUCATIVA SAN JOSE DEL TAPAJE,35,Mayor,5,Mayor,81%,19%,0%,0%,56%,74%,71%,67%,73%,50%,Sociales y Ciudadanas
152250001082,EL CHARCO,INSTITUCION EDUCATIVA EL CANAL NOCTURNO MARIANO OSPINA PEREZ,35,Mayor,6,Mayor,81%,19%,0%,0%,66%,69%,79%,58%,73%,79%,Sociales y Ciudadanas
252250000307,EL CHARCO,INSTITUCION  EDUCATIVA EL HORMIGUERO,34,Mayor,6,Mayor,79%,21%,0%,0%,68%,77%,72%,60%,66%,80%,Sociales y Ciudadanas
252250000722,EL CHARCO,INSTITUCION EDUCATIVA DE BAZAN,37,Mayor,4,Mayor,88%,13%,0%,0%,56%,53%,70%,60%,72%,50%,Sociales y Ciudadanas
252250000129,EL CHARCO,INSTITUCION  EDUCATIVA LA TRIBUNA,32,Mayor,6,Mayor,90%,10%,0%,0%,77%,67%,74%,80%,81%,78%,Sociales y Ciudadanas
252260000062,EL PEÑOL,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,47,Similar,11,Similar,28%,59%,10%,3%,39%,66%,61%,53%,60%,56%,Sociales y Ciudadanas
252260000275,EL PEÑOL,INSTITUCION EDUCATIVA JORGE ELIECER GAITAN,48,Similar,11,Similar,27%,45%,27%,0%,42%,58%,57%,60%,56%,59%,Sociales y Ciudadanas
252256000619,EL ROSARIO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,45,Similar,12,Similar,57%,29%,14%,0%,59%,60%,65%,33%,33%,50%,Sociales y Ciudadanas
25225600018,EL ROSARIO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL ROSARIO,42,Similar,11,Similar,48%,39%,13%,0%,52%,74%,70%,67%,60%,81%,Sociales y Ciudadanas
252256000139,EL ROSARIO,INSTITUCION EDUCATIVA SANTA ROSA DE LIMA,45,Similar,6,Mayor,22%,78%,0%,0%,50%,63%,63%,60%,59%,89%,Sociales y Ciudadanas
252256000244,EL ROSARIO,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,42,Similar,11,Similar,55%,32%,14%,0%,52%,72%,70%,69%,59%,64%,Sociales y Ciudadanas
252258000233,EL TABLÓN DE GÓMEZ,INSTITUCION  EDUCATIVA  LAS MESAS  INSEM,51,Similar,11,Similar,18%,55%,25%,2%,35%,52%,59%,62%,41%,49%,Sociales y Ciudadanas
152258000212,EL TABLÓN DE GÓMEZ,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE LAS MERCEDES,48,Similar,11,Similar,24%,53%,20%,3%,36%,61%,57%,62%,67%,67%,Sociales y Ciudadanas
25225800039,EL TABLÓN DE GÓMEZ,INSTITUCION EDUCATIVO  AGROPECUARIA INGA DE APONTE,49,Similar,7,Mayor,14%,64%,23%,0%,42%,59%,63%,50%,67%,62%,Sociales y Ciudadanas
252258000144,EL TABLÓN DE GÓMEZ,INSTITUCIÓN EDUCATIVA FATIMA,53,Similar,10,Similar,0%,57%,43%,0%,38%,50%,50%,0%,47%,67%,Sociales y Ciudadanas
252258000179,EL TABLÓN DE GÓMEZ,INSTITUCIÓN EDUCATIVA AGROINDUSTRIAL LA VICTORIA CON ÉNFASIS EN LA PRODUCCIÓN DE CAFÉS ESPECIALES,47,Similar,12,Similar,25%,50%,25%,0%,56%,75%,71%,0%,59%,50%,Sociales y Ciudadanas
252258000101,EL TABLÓN DE GÓMEZ,INSTITUCIÓN EDUCATIVA POMPEYA,44,Similar,10,Similar,40%,40%,20%,0%,56%,83%,59%,100%,75%,50%,Sociales y Ciudadanas
152260000017,EL TAMBO,INSTITUCION EDUCATIVA JESUS NAZARENO,48,Similar,9,Similar,23%,52%,25%,0%,39%,58%,59%,60%,55%,58%,Sociales y Ciudadanas
252260000054,EL TAMBO,INSTITUCION EDUCATIVA SAN PEDRO,50,Similar,10,Similar,24%,59%,12%,6%,44%,49%,58%,67%,51%,43%,Sociales y Ciudadanas
15226000019,EL TAMBO,INSTITUCION EDUCATIVA SAGRADO CORAZON DE JESUS,50,Similar,11,Similar,20%,47%,30%,2%,33%,55%,55%,45%,55%,45%,Sociales y Ciudadanas
252287000218,FUNES,INSTITUCION EDUCATIVA AGROPECUARIA MARISCAL SUCRE,51,Similar,10,Similar,9%,73%,18%,0%,35%,58%,58%,33%,48%,50%,Sociales y Ciudadanas
352287000018,FUNES,INSTITUCION EDUCATIVA MUNICIPIO DE FUNES,46,Similar,9,Similar,32%,56%,12%,0%,46%,63%,61%,67%,56%,66%,Sociales y Ciudadanas
252287000048,FUNES,INSTITUCIÓN EDUCATIVA GUAPUSCAL ALTO,45,Similar,7,Mayor,29%,71%,0%,0%,58%,68%,70%,100%,62%,60%,Sociales y Ciudadanas
252317000404,GUACHUCAL,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA SAN DIEGO,47,Similar,9,Similar,19%,63%,19%,0%,21%,66%,59%,57%,66%,72%,Sociales y Ciudadanas
152317000035,GUACHUCAL,INSTITUCION EDUCATIVA GENARO LEON,53,Similar,11,Similar,14%,46%,35%,6%,33%,51%,54%,50%,50%,54%,Sociales y Ciudadanas
252317000412,GUACHUCAL,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA INDIGENA LIBARDO RAMIRO MUÑOZ,51,Similar,11,Similar,8%,62%,23%,8%,31%,49%,67%,33%,49%,53%,Sociales y Ciudadanas
252317000081,GUACHUCAL,INSTITUCION EDUCATIVA SAN JOSE DE CHILLANQUER,43,Similar,8,Mayor,45%,55%,0%,0%,50%,69%,61%,80%,46%,33%,Sociales y Ciudadanas
252320000083,GUAITARILLA,INSTITUCION EDUCATIVA SAN ALEJANDRO,49,Similar,9,Similar,18%,64%,18%,0%,29%,57%,51%,86%,46%,75%,Sociales y Ciudadanas
152320000038,GUAITARILLA,INSTITUCION EDUCATIVA TECNICA MARIA AUXILIADORA,52,Similar,9,Similar,9%,65%,22%,4%,39%,52%,57%,40%,48%,57%,Sociales y Ciudadanas
152320000011,GUAITARILLA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LAS NIEVES,53,Similar,10,Similar,14%,48%,34%,3%,31%,47%,53%,62%,47%,54%,Sociales y Ciudadanas
25232300019,GUALMATÁN,INSTITUCION EDUCATIVA TECNICA SANTO TOMAS,59,Menor,9,Similar,0%,25%,65%,10%,20%,37%,39%,22%,49%,38%,Sociales y Ciudadanas
152323000161,GUALMATÁN,INSTITUCION EDUCATIVA TECNICA PROMOCION SOCIAL,48,Similar,9,Similar,25%,54%,21%,0%,38%,58%,64%,86%,58%,67%,Sociales y Ciudadanas
152323000063,GUALMATÁN,INSTITUCION EDUCATIVA SAN JOSE,57,Menor,8,Mayor,0%,49%,49%,3%,37%,50%,49%,56%,39%,68%,Sociales y Ciudadanas
252352000166,ILES,INSTITUCION EDUCATIVA DEL NORTE MUNICIPIO DE ILES,42,Similar,11,Similar,53%,37%,11%,0%,45%,65%,58%,67%,52%,76%,Sociales y Ciudadanas
252352000263,ILES,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,43,Similar,11,Similar,43%,43%,14%,0%,49%,56%,68%,57%,59%,78%,Sociales y Ciudadanas
25235200014,ILES,INSTITUCION EDUCATIVA COLEGIO JOSE ANTONIO GALAN,51,Similar,10,Similar,12%,63%,19%,7%,31%,53%,59%,57%,49%,69%,Sociales y Ciudadanas
152354000096,IMUÉS,INSTITUCION EDUCATIVA MARIA LUZ,52,Similar,9,Similar,14%,48%,38%,0%,40%,57%,59%,40%,40%,50%,Sociales y Ciudadanas
252354000341,IMUÉS,INSTITUCION EDUCATIVA  AGROPECUARIA SANTA ANA,46,Similar,9,Similar,38%,38%,23%,0%,40%,58%,65%,44%,76%,78%,Sociales y Ciudadanas
252354000317,IMUÉS,INSTITUCION EDUCATIVA JESUS DEL GRAN PODER,46,Similar,8,Mayor,20%,73%,7%,0%,50%,59%,65%,50%,60%,66%,Sociales y Ciudadanas
252378000083,LA CRUZ,INSTITUCION EDUCATIVA  MICROEMPRESARIAL DE CABUYALES,47,Similar,9,Similar,33%,33%,33%,0%,60%,56%,65%,80%,72%,67%,Sociales y Ciudadanas
152378000038,LA CRUZ,INSTITUCION EDUCATIVA NORMAL SUPERIOR DEL MAYO,47,Similar,10,Similar,31%,47%,19%,3%,39%,64%,58%,65%,58%,61%,Sociales y Ciudadanas
152378000429,LA CRUZ,INSTITUCION EDUCATIVA TECNICA SAN FRANCISCO DE ASIS,45,Similar,11,Similar,28%,61%,6%,6%,33%,70%,67%,50%,55%,72%,Sociales y Ciudadanas
152378000623,LA CRUZ,INSTITUCION EDUCATIVA DE BACHILLERATO,47,Similar,10,Similar,28%,50%,21%,2%,38%,64%,60%,64%,63%,62%,Sociales y Ciudadanas
252378000067,LA CRUZ,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SAN GERARDO,43,Similar,8,Mayor,42%,50%,8%,0%,43%,64%,59%,29%,52%,55%,Sociales y Ciudadanas
25237800075,LA CRUZ,INSTITUCION EDUCATIVA  AGROPECUARIA MIGUEL ANGEL RANGEL,44,Similar,8,Mayor,38%,52%,10%,0%,50%,68%,66%,67%,68%,61%,Sociales y Ciudadanas
252381000418,LA FLORIDA,INSTITUCION EDUCATIVA NUESTRA SEÑORA DELCARMEN,48,Similar,8,Mayor,15%,69%,15%,0%,47%,65%,67%,73%,47%,48%,Sociales y Ciudadanas
252381000442,LA FLORIDA,INSTITUCION EDUCATIVA SAN JOSE DE MATITUY,49,Similar,10,Similar,9%,64%,27%,0%,41%,67%,57%,67%,48%,70%,Sociales y Ciudadanas
15238100012,LA FLORIDA,INSTITUCION EDUCATIVA SAN BARTOLOME DE LA FLORIDA,51,Similar,10,Similar,15%,50%,31%,4%,47%,50%,57%,57%,45%,42%,Sociales y Ciudadanas
252381000451,LA FLORIDA,INSTITUCION EDUCATIVA LA INMACULADA DE ROBLES,47,Similar,10,Similar,39%,44%,17%,0%,46%,58%,55%,30%,59%,53%,Sociales y Ciudadanas
452381000387,LA FLORIDA,INSTITUCION EDUCATIVA GUSTIN SANTACRUZ,64,Menor,15,Similar,0%,25%,50%,25%,17%,26%,42%,0%,45%,17%,Sociales y Ciudadanas
252418000332,LA LLANADA,INSTITUCION EDUCATIVA DEPTAL JUAN PABLO I,49,Similar,10,Similar,22%,53%,22%,2%,39%,58%,63%,62%,57%,47%,Sociales y Ciudadanas
252385005468,LA LLANADA,INSTITUCION EDUCATIVA TÉCNICO AGROPECUARIA RODRIGO LARA BONILLA,47,Similar,7,Mayor,29%,57%,14%,0%,30%,45%,56%,50%,73%,71%,Sociales y Ciudadanas
252250000862,LA TOLA,INSTITUCION EDUCATIVA SOFONIAS YACUP,37,Mayor,8,Mayor,82%,15%,3%,0%,62%,69%,70%,66%,73%,77%,Sociales y Ciudadanas
252250000421,LA TOLA,INSTITUCION EDUCATIVA AGROPECUARIA Y AMBIENTAL ARCA DE NOE,38,Mayor,6,Mayor,75%,25%,0%,0%,63%,75%,78%,100%,76%,82%,Sociales y Ciudadanas
252250000676,LA TOLA,INSTITUCIÓN EDUCATIVA SAN PABLO DE LA MAR,35,Mayor,5,Mayor,100%,0%,0%,0%,68%,67%,76%,67%,89%,86%,Sociales y Ciudadanas
15239900033,LA UNIÓN,INSTITUCION EDUCATIVA JUANAMBU,46,Similar,11,Similar,38%,45%,14%,4%,44%,67%,62%,63%,63%,59%,Sociales y Ciudadanas
152399000071,LA UNIÓN,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN CARLOS,53,Similar,12,Similar,17%,36%,41%,6%,32%,54%,56%,47%,44%,45%,Sociales y Ciudadanas
252399000016,LA UNIÓN,INSTITUCION EDUCATIVA SANTANDER,51,Similar,12,Similar,15%,46%,38%,0%,45%,45%,57%,33%,45%,58%,Sociales y Ciudadanas
252399000113,LA UNIÓN,INSTITUCION EDUCATIVA DE DESARROLLO RURAL,48,Similar,13,Similar,29%,48%,16%,6%,36%,59%,58%,56%,49%,71%,Sociales y Ciudadanas
25239900027,LA UNIÓN,INSTITUCIÓN EDUCATIVA PALO VERDE,43,Similar,8,Mayor,41%,52%,7%,0%,56%,66%,59%,75%,65%,48%,Sociales y Ciudadanas
552399000067,LA UNIÓN,COLEGIO PRIVADO AURELIO ARTURO,40,Mayor,8,Mayor,63%,31%,6%,0%,51%,70%,69%,81%,63%,56%,Sociales y Ciudadanas
252405000651,LEIVA,INSTITUCION EDUCATIVA LAS DELICIAS,46,Similar,8,Mayor,20%,67%,13%,0%,28%,60%,56%,75%,68%,64%,Sociales y Ciudadanas
152405000631,LEIVA,INSTITUCION EDUCATIVA EL PALMAR,42,Similar,8,Mayor,48%,44%,8%,0%,51%,66%,65%,83%,51%,68%,Sociales y Ciudadanas
152405000207,LEIVA,INSTITUCION EDUCATIVA SAN GERARDO,45,Similar,10,Similar,36%,49%,15%,0%,43%,61%,65%,71%,62%,64%,Sociales y Ciudadanas
152411000081,LINARES,INSTITUCION EDUCATIVA DIEGO LUIS CORDOBA,49,Similar,10,Similar,26%,52%,20%,2%,41%,56%,57%,72%,59%,59%,Sociales y Ciudadanas
252411000612,LINARES,INSTITUCION EDUCATIVA LUIS CARLOS GALAN,56,Menor,8,Mayor,0%,47%,53%,0%,22%,55%,43%,67%,49%,43%,Sociales y Ciudadanas
252411000582,LINARES,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,51,Similar,15,Similar,31%,31%,31%,8%,27%,44%,53%,67%,43%,29%,Sociales y Ciudadanas
252418000219,LOS ANDES,INSTITUCION EDUCATIVA TÉCNICA COMERCIAL PANGÚS,46,Similar,12,Similar,33%,33%,33%,0%,33%,56%,60%,50%,63%,33%,Sociales y Ciudadanas
152418000133,LOS ANDES,INSTITUCION EDUCATIVA TECNICO SAN JUAN BAUTISTA,49,Similar,11,Similar,27%,42%,28%,3%,43%,53%,58%,68%,63%,66%,Sociales y Ciudadanas
252418000154,LOS ANDES,INSTITUCION EDUCATIVA LA PAZ,52,Similar,12,Similar,14%,29%,57%,0%,30%,57%,61%,100%,26%,50%,Sociales y Ciudadanas
252418000049,LOS ANDES,INSTITUCION EDUCATIVA AGROPECUARIO LA PLANADA,48,Similar,7,Mayor,15%,69%,15%,0%,50%,63%,59%,57%,40%,36%,Sociales y Ciudadanas
152427000626,MAGÜÍ,INSTITUCION EDUCATIVA ELISEO PAYAN,38,Mayor,6,Mayor,77%,23%,0%,0%,55%,74%,68%,85%,75%,72%,Sociales y Ciudadanas
352435000162,MALLAMA,INSTITUCION EDUCATIVA MUNICIPIO DE MALLAMA,44,Similar,8,Mayor,33%,56%,12%,0%,54%,64%,68%,50%,65%,64%,Sociales y Ciudadanas
25243500032,MALLAMA,INSTITUCION EDUCATIVA AGROPECUARIA SAN JUAN BAUTISTA DE LA SALLE,42,Similar,10,Similar,60%,33%,7%,0%,46%,64%,73%,57%,50%,74%,Sociales y Ciudadanas
252435000176,MALLAMA,INSTITUCIÓN EDUCATIVA AGROAMBIENTAL PUSPUED,42,Similar,11,Similar,55%,36%,9%,0%,53%,63%,70%,40%,57%,67%,Sociales y Ciudadanas
